order_id,product_id,channel,units,price,discount,shipping_cost,platform_fee,return_flag,category,unit_cost,revenue,cost,profit
O0237,P001,Website,3,218.52,0.12,14.02,0.65,0,Grocery,9.01,576.8928000000001,41.699999999999996,535.1928
O0238,P016,Marketplace,3,96.17,0.14,3.72,2.47,0,Fashion,158.11,248.1186,480.5200000000001,-232.4014000000001
O0239,P012,Social Commerce,4,174.26,0.18,13.23,1.98,0,Grocery,32.2,571.5728,144.01,427.56280000000004
O0240,P019,Website,1,148.05,0.09,10.13,10.89,0,Books,120.52,134.7255,141.54000000000002,-6.8145000000000095
O0241,P014,Mobile App,3,202.46,0.21,12.56,12.27,0,Beauty,76.44,479.8302,254.15,225.68019999999999
O0242,P006,Website,3,281.68,0.26,5.02,3.2,0,Books,40.76,625.3295999999999,130.5,494.8295999999999
O0243,P006,Social Commerce,1,222.45,0.23,15.26,7.59,0,Books,40.76,171.2865,63.61,107.67649999999999
O0244,P013,Marketplace,2,72.33,0.01,17.53,12.61,1,Beauty,61.97,143.2134,154.07999999999998,-10.866599999999977
O0245,P019,Marketplace,2,19.04,0.14,5.9,10.99,0,Books,120.52,32.748799999999996,257.93,-225.18120000000002
O0246,P008,Mobile App,4,86.06,0.03,3.72,8.13,0,Fashion,107.33,333.9128,441.17,-107.25720000000001
O0247,P002,Mobile App,2,182.57,0.07,2.43,8.86,0,Sports,194.13,339.5802,399.55,-59.96980000000002
O0248,P001,Website,1,24.91,0.3,13.56,7.63,0,Grocery,9.01,17.436999999999998,30.2,-12.763000000000002
O0249,P015,Website,3,153.95,0.04,12.93,4.46,0,Books,93.93,443.376,299.18,144.19599999999997
O0250,P001,Marketplace,2,183.08,0.15,11.84,8.48,0,Grocery,9.01,311.236,38.34,272.89599999999996
O0251,P005,Marketplace,4,106.93,0.19,6.18,10.33,0,Beauty,40.46,346.45320000000004,178.35000000000002,168.10320000000002
O0252,P016,Social Commerce,2,233.56,0.21,9.04,13.1,0,Fashion,158.11,369.0248,338.36000000000007,30.664799999999957
O0253,P019,Social Commerce,1,40.91,0.17,12.7,9.54,0,Books,120.52,33.955299999999994,142.76,-108.8047
O0254,P004,Mobile App,4,31.79,0.0,10.94,11.42,0,Grocery,46.41,127.16,207.99999999999997,-80.83999999999997
O0255,P003,Marketplace,2,221.17,0.1,19.78,2.4,0,Fashion,167.33,398.106,356.84000000000003,41.26599999999996
O0256,P017,Social Commerce,4,153.69,0.16,4.46,6.92,1,Sports,43.94,516.3983999999999,187.14,329.25839999999994
O0257,P017,Marketplace,1,209.64,0.03,14.51,0.14,1,Sports,43.94,203.3508,58.589999999999996,144.7608
O0258,P012,Website,3,136.1,0.11,9.28,3.7,0,Grocery,32.2,363.38699999999994,109.58000000000001,253.80699999999993
O0259,P014,Mobile App,1,81.46,0.01,9.71,10.9,0,Beauty,76.44,80.6454,97.05000000000001,-16.404600000000016
O0260,P006,Website,1,247.54,0.02,14.92,14.88,0,Books,40.76,242.58919999999998,70.56,172.02919999999997
O0261,P003,Social Commerce,1,241.83,0.12,14.46,1.49,0,Fashion,167.33,212.81040000000002,183.28000000000003,29.530399999999986
O0262,P009,Mobile App,1,211.46,0.04,19.84,6.02,1,Grocery,89.23,203.0016,115.09,87.91159999999999
O0263,P005,Website,3,88.92,0.17,4.31,12.0,0,Beauty,40.46,221.4108,137.69,83.7208
O0264,P017,Mobile App,3,181.17,0.21,3.87,3.06,0,Sports,43.94,429.3729,138.75,290.6229
O0265,P014,Mobile App,4,114.68,0.24,15.04,8.33,0,Beauty,76.44,348.6272,329.13,19.49720000000002
O0266,P003,Website,2,36.56,0.06,12.41,11.0,0,Fashion,167.33,68.7328,358.07000000000005,-289.33720000000005
O0267,P001,Website,3,276.02,0.05,6.93,9.24,0,Grocery,9.01,786.6569999999999,43.2,743.4569999999999
O0268,P020,Mobile App,3,49.68,0.03,3.43,2.82,1,Beauty,14.06,144.56879999999998,48.43,96.13879999999997
O0269,P001,Mobile App,2,285.57,0.19,3.54,5.33,0,Grocery,9.01,462.6234,26.89,435.7334
O0270,P003,Marketplace,3,139.34,0.21,18.1,11.76,0,Fashion,167.33,330.2358,531.85,-201.61420000000004
O0271,P018,Mobile App,1,63.69,0.01,5.45,8.31,1,Books,105.28,63.0531,119.04,-55.986900000000006
O0272,P010,Marketplace,1,167.15,0.28,7.82,0.08,0,Home,61.79,120.348,69.69,50.658
O0273,P003,Mobile App,2,263.15,0.02,6.08,11.41,0,Fashion,167.33,515.774,352.15000000000003,163.62399999999997
O0274,P008,Mobile App,4,222.35,0.16,8.39,0.53,0,Fashion,107.33,747.096,438.23999999999995,308.85600000000005
O0275,P014,Marketplace,4,243.9,0.21,3.25,11.19,0,Beauty,76.44,770.724,320.2,450.52400000000006
O0276,P018,Mobile App,2,201.05,0.26,11.34,3.04,1,Books,105.28,297.55400000000003,224.94,72.61400000000003
O0277,P015,Website,2,210.76,0.21,3.22,14.37,0,Books,93.93,333.0008,205.45000000000002,127.55080000000001
O0278,P002,Website,1,256.27,0.24,16.41,5.52,1,Sports,194.13,194.7652,216.06,-21.29480000000001
O0279,P010,Marketplace,4,82.4,0.1,6.21,4.9,0,Home,61.79,296.64000000000004,258.27,38.37000000000006
O0280,P002,Mobile App,3,151.93,0.24,11.72,2.23,1,Sports,194.13,346.40040000000005,596.34,-249.93959999999998
O0281,P017,Marketplace,1,74.15,0.02,17.84,4.58,0,Sports,43.94,72.667,66.36,6.307000000000002
O0282,P008,Website,2,296.42,0.27,13.72,13.15,0,Fashion,107.33,432.77320000000003,241.53,191.24320000000003
O0283,P001,Website,4,283.78,0.16,11.59,14.95,0,Grocery,9.01,953.5007999999999,62.58,890.9207999999999
O0284,P009,Website,3,21.43,0.25,7.84,5.52,1,Grocery,89.23,48.217499999999994,281.04999999999995,-232.83249999999995
O0285,P011,Website,3,214.62,0.14,7.99,6.73,0,Beauty,124.31,553.7196,387.65000000000003,166.06959999999998
O0286,P016,Mobile App,1,278.32,0.19,14.05,10.83,0,Fashion,158.11,225.4392,182.99000000000004,42.44919999999996
O0287,P007,Website,4,62.37,0.16,19.89,13.29,0,Fashion,64.33,209.5632,290.5,-80.9368
O0288,P010,Mobile App,4,174.7,0.22,13.91,8.9,0,Home,61.79,545.064,269.96999999999997,275.094
O0289,P003,Social Commerce,2,275.49,0.02,12.04,5.87,1,Fashion,167.33,539.9604,352.57000000000005,187.3904
O0290,P018,Website,4,19.84,0.02,15.15,6.19,0,Books,105.28,77.7728,442.46,-364.68719999999996
O0291,P013,Mobile App,4,212.25,0.07,10.37,10.43,0,Beauty,61.97,789.5699999999999,268.68,520.8899999999999
O0292,P007,Marketplace,1,96.23,0.05,3.08,0.05,0,Fashion,64.33,91.4185,67.46,23.9585
O0293,P004,Website,4,278.07,0.26,12.12,9.29,0,Grocery,46.41,823.0871999999999,207.04999999999998,616.0372
O0294,P013,Mobile App,3,291.61,0.07,19.24,5.33,0,Beauty,61.97,813.5919,210.48000000000002,603.1119
O0295,P020,Marketplace,1,283.84,0.29,5.16,11.91,0,Beauty,14.06,201.52639999999997,31.13,170.39639999999997
O0296,P001,Social Commerce,1,147.52,0.1,14.42,1.39,0,Grocery,9.01,132.768,24.82,107.94800000000001
O0297,P008,Website,2,259.99,0.05,5.62,8.82,0,Fashion,107.33,493.981,229.1,264.881
O0298,P014,Social Commerce,4,254.92,0.24,11.64,7.21,0,Beauty,76.44,774.9567999999999,324.60999999999996,450.3468
O0299,P016,Mobile App,2,102.54,0.2,3.74,9.63,0,Fashion,158.11,164.06400000000002,329.59000000000003,-165.526
O0300,P014,Website,3,250.39,0.15,10.11,0.97,0,Beauty,76.44,638.4944999999999,240.4,398.0944999999999
